,user_id,streamer_name,start_time,community
170228,5900,7,603,8
170231,5900,901,723,5
170232,5900,320,731,5
170233,5900,666,828,5
170234,5900,903,826,5
170237,5900,900,1037,5
170239,5900,904,1340,5
170240,5900,902,1349,5
170242,5900,905,1533,5
170243,5900,900,1593,5
170244,5900,906,1710,5
170245,5900,902,2216,5
170248,5900,471,2321,5
170249,5900,907,2329,5
170251,5900,666,2412,5
170253,5900,901,2739,5
170255,5900,908,3069,5
170257,5900,320,3186,5
170259,5900,902,3210,5
170261,5900,904,3348,5
170267,5900,896,3786,5
170268,5900,909,3788,5
170272,5900,910,4414,5
170273,5900,907,4447,5
170274,5900,497,4573,5
170276,5900,908,4655,5
170279,5900,907,4905,5
170281,5900,24,4995,5
170283,5900,666,4993,5
170285,5900,2,5067,5
170286,5900,911,5069,5
170288,5900,900,5451,5
170289,5900,900,5885,5
170290,5900,897,5958,5
170291,5900,666,6004,5
170293,5900,911,6062,5
170295,5900,897,6088,5
170296,5900,666,6143,5
170946,5924,80,1588,4
170951,5924,66,5007,4
170952,5924,80,5155,4
170953,5924,63,5316,4
170954,5924,87,5332,4
170955,5924,72,5324,4
170956,5924,74,5470,4
170957,5924,63,5478,4
170958,5924,70,5557,4
170959,5924,258,5561,2
170961,5924,254,5610,2
170962,5924,63,5616,4
170963,5924,254,5734,2
170964,5924,63,5734,4
170965,5924,80,5894,4
170966,5924,258,5999,2
170967,5924,74,6007,4
170968,5924,86,6038,4
170969,5924,86,6042,4
170971,5924,67,6113,4
171471,5935,74,423,4
171472,5935,71,471,4
171473,5935,70,570,4
171474,5935,91,608,4
171475,5935,298,835,4
171476,5935,912,896,5
171478,5935,80,1304,4
171479,5935,80,1455,4
171480,5935,70,1739,4
171481,5935,63,1743,4
171482,5935,70,1997,4
171483,5935,63,2180,4
171484,5935,88,2414,4
171485,5935,298,2403,4
171486,5935,67,2416,4
171487,5935,74,2422,4
171488,5935,69,2417,4
171489,5935,66,2420,4
171491,5935,296,2566,4
171492,5935,80,2590,4
171493,5935,80,2595,4
171494,5935,80,2597,4
171495,5935,79,2744,4
171496,5935,66,2748,4
171497,5935,70,2736,4
171499,5935,66,2988,4
171500,5935,66,2990,4
171501,5935,66,2995,4
171502,5935,80,3015,4
171503,5935,70,3159,4
171504,5935,71,3323,4
171505,5935,71,3324,4
171506,5935,293,3613,5
171507,5935,80,3614,4
171508,5935,913,3616,4
171509,5935,74,3895,4
171510,5935,71,4026,4
171511,5935,63,4028,4
171512,5935,71,4205,4
171514,5935,66,4304,4
171515,5935,80,4604,4
171516,5935,296,5286,4
171517,5935,91,5308,4
171518,5935,87,5486,4
171519,5935,66,5597,4
171839,5942,502,98,5
171840,5942,893,265,5
171841,5942,419,279,5
171843,5942,496,429,5
171844,5942,502,516,5
171845,5942,893,520,5
171847,5942,914,535,6
171848,5942,554,585,5
171849,5942,496,552,5
171850,5942,556,684,5
171852,5942,915,727,3
171853,5942,556,849,5
171854,5942,566,873,5
171855,5942,893,982,5
171856,5942,551,991,5
171857,5942,424,990,5
171858,5942,552,1219,5
171861,5942,916,1278,5
171862,5942,496,1268,5
171864,5942,555,1296,5
171865,5942,301,1387,2
171866,5942,195,1390,3
171867,5942,556,1427,5
171868,5942,496,1421,5
171869,5942,555,1427,5
171870,5942,558,1590,5
171871,5942,561,1676,5
171872,5942,556,1837,5
171873,5942,496,1840,5
171875,5942,569,1950,5
171876,5942,893,1949,5
171878,5942,566,1985,5
171880,5942,917,2105,5
171882,5942,556,2113,5
171884,5942,918,2425,5
171885,5942,551,2254,5
171886,5942,919,2263,3
171889,5942,65,2381,5
171890,5942,502,2385,5
171891,5942,556,2396,5
171892,5942,558,2416,5
171894,5942,558,2557,5
171895,5942,559,2603,5
171896,5942,558,2600,5
171897,5942,893,2664,5
171898,5942,502,2669,5
171899,5942,567,2698,5
171900,5942,893,2952,5
171901,5942,558,3017,5
171902,5942,893,3110,5
171903,5942,567,3130,5
171904,5942,556,3143,5
171905,5942,558,3135,5
171906,5942,333,3145,5
171907,5942,567,3262,5
171908,5942,496,3293,5
171909,5942,333,3307,5
171911,5942,556,3430,5
171912,5942,496,3430,5
171913,5942,558,3424,5
171914,5942,333,3443,5
171915,5942,550,3455,5
171916,5942,920,3606,5
171917,5942,893,3670,5
171918,5942,558,3849,5
171919,5942,550,4030,5
171920,5942,892,4030,5
171921,5942,567,4131,5
171923,5942,893,4380,5
171924,5942,893,4394,5
171925,5942,425,4451,5
171926,5942,894,4576,5
171928,5942,893,4522,5
171931,5942,561,4574,5
171932,5942,567,4574,5
171933,5942,920,4598,5
171934,5942,567,4688,5
171935,5942,556,4716,5
171936,5942,893,4844,5
171937,5942,894,4846,5
171938,5942,554,4858,5
171939,5942,552,4885,5
171942,5942,419,5018,5
171943,5942,208,5029,5
171944,5942,921,5134,5
171945,5942,892,5169,5
171946,5942,567,5270,5
171947,5942,914,5396,6
171948,5942,567,5444,5
171949,5942,556,5421,5
171951,5942,556,5554,5
171953,5942,550,5666,5
171954,5942,558,5708,5
171955,5942,208,5732,5
171956,5942,556,5873,5
171957,5942,567,5855,5
171958,5942,566,5873,5
171959,5942,892,5864,5
171960,5942,491,5980,2
171961,5942,556,5977,5
171962,5942,567,5982,5
171963,5942,558,5993,5
171964,5942,552,6034,5
171965,5942,502,6099,5
171967,5942,567,6127,5
177494,6110,922,99,6
177495,6110,817,141,6
177496,6110,817,145,6
177497,6110,923,362,6
177498,6110,821,366,6
177499,6110,922,392,6
177500,6110,922,817,6
177501,6110,922,827,6
177502,6110,647,1016,6
177503,6110,924,1736,6
177504,6110,925,1809,6
177505,6110,922,2105,6
177506,6110,647,2273,6
177507,6110,647,2885,6
177508,6110,923,3154,6
177509,6110,922,3828,6
177510,6110,923,3879,6
177511,6110,637,3877,6
177512,6110,647,4013,6
177513,6110,922,4114,6
177514,6110,647,4880,6
177515,6110,922,5113,6
177516,6110,922,5825,6
177517,6110,922,6109,6
179125,6161,424,160,5
179126,6161,93,606,5
179128,6161,93,1204,5
179129,6161,44,1490,5
179130,6161,890,1514,5
179131,6161,926,2066,5
179132,6161,93,2310,5
179133,6161,927,2327,5
179134,6161,93,2497,5
179135,6161,44,2922,5
179136,6161,44,3205,5
179140,6161,93,5947,5
179141,6161,802,5949,5
179142,6161,557,5978,5
179271,6168,404,279,2
179272,6168,748,295,2
179273,6168,928,265,2
179274,6168,611,308,2
179275,6168,929,752,2
179276,6168,930,881,2
179277,6168,404,1165,2
179278,6168,747,1175,2
179279,6168,931,1266,2
179280,6168,508,1703,2
179281,6168,749,1718,2
179282,6168,510,2383,2
179283,6168,510,2676,2
179284,6168,508,2690,2
179285,6168,930,2885,2
179286,6168,930,3017,2
179289,6168,406,5429,6
179290,6168,886,5473,2
179291,6168,932,5471,6
179292,6168,933,5716,2
179293,6168,749,5715,2
179294,6168,886,5840,2
183882,6299,934,272,0
183883,6299,47,288,6
183884,6299,935,1257,0
183885,6299,934,1262,0
183886,6299,935,1718,0
183887,6299,47,1841,6
183888,6299,428,1933,5
183889,6299,934,2090,0
183891,6299,935,2431,0
183894,6299,49,2678,0
183895,6299,934,2684,0
183896,6299,935,2829,0
183897,6299,935,3116,0
183898,6299,109,3359,6
183899,6299,47,3874,6
183900,6299,935,3978,0
183901,6299,57,3994,0
183902,6299,58,4096,0
183903,6299,935,4098,0
183904,6299,935,4430,0
183905,6299,322,4855,6
183906,6299,57,5011,0
183907,6299,935,5106,0
183908,6299,57,5428,0
183909,6299,934,5997,0
185838,6362,215,124,6
185839,6362,228,122,6
185840,6362,460,133,5
185842,6362,228,247,6
185843,6362,458,267,5
185845,6362,102,282,6
185846,6362,328,407,6
185847,6362,460,419,5
185848,6362,107,571,6
185850,6362,201,699,6
185851,6362,460,713,5
185852,6362,47,700,6
185853,6362,221,702,6
185854,6362,107,708,6
185855,6362,215,848,6
185856,6362,106,849,6
185858,6362,228,959,6
185859,6362,216,939,6
185860,6362,695,975,5
185863,6362,47,995,6
185865,6362,102,998,6
185866,6362,460,1017,5
185869,6362,936,1081,6
185870,6362,228,1088,6
185871,6362,832,1097,5
185872,6362,113,1145,6
185873,6362,228,1263,6
185875,6362,460,1283,5
185876,6362,112,1299,6
185877,6362,102,1289,6
185879,6362,215,1511,6
185880,6362,460,1846,5
185881,6362,936,1845,6
185882,6362,215,1970,6
185883,6362,220,1968,6
185885,6362,106,1997,6
185886,6362,102,2094,6
185888,6362,226,2138,6
185891,6362,228,2257,6
185892,6362,47,2257,6
185893,6362,937,2284,5
185894,6362,109,2371,6
185896,6362,47,2444,6
185897,6362,220,2425,6
185898,6362,111,2450,6
185899,6362,225,2439,6
185900,6362,254,2512,2
185901,6362,937,2537,5
185902,6362,936,2583,6
185903,6362,460,2591,5
185904,6362,111,2590,6
185905,6362,103,2605,6
185906,6362,254,2653,2
185907,6362,102,2733,6
185908,6362,938,2729,6
185909,6362,220,2855,6
185910,6362,460,2863,5
185911,6362,109,2878,6
185913,6362,226,3020,6
185915,6362,332,3130,6
185916,6362,104,3125,6
185917,6362,328,3111,6
185918,6362,458,3135,5
185919,6362,215,3134,6
185920,6362,226,3133,6
185922,6362,460,3149,5
185923,6362,103,3164,6
185924,6362,109,3226,6
185925,6362,328,3257,6
185926,6362,215,3284,6
185930,6362,937,3392,5
185931,6362,106,3427,6
185932,6362,112,3426,6
185933,6362,201,3424,6
185935,6362,109,3454,6
185936,6362,328,3551,6
185937,6362,460,3553,5
185938,6362,106,3566,6
185939,6362,107,3610,6
185940,6362,109,3610,6
185941,6362,328,3703,6
185942,6362,457,3701,5
185944,6362,112,3707,6
185945,6362,106,3856,6
185946,6362,938,3879,6
185947,6362,228,3967,6
185948,6362,47,3986,6
185949,6362,201,4025,6
185950,6362,228,4088,6
185951,6362,458,4143,5
185952,6362,456,4143,5
185954,6362,328,4259,6
185955,6362,122,4314,6
185956,6362,228,4528,6
185957,6362,112,4721,6
185958,6362,460,4710,5
185959,6362,107,4724,6
185961,6362,109,4777,6
185962,6362,939,4778,6
185963,6362,220,4845,6
185964,6362,226,4854,6
185965,6362,47,4850,6
185966,6362,215,4852,6
185967,6362,938,4858,6
185968,6362,111,4869,6
185969,6362,228,4961,6
185970,6362,47,4993,6
185971,6362,201,4994,6
185972,6362,103,5032,6
185975,6362,118,5025,6
185976,6362,221,5152,6
185978,6362,103,5147,6
185979,6362,102,5174,6
185980,6362,940,5175,6
185981,6362,47,5284,6
185982,6362,460,5297,5
185983,6362,103,5301,6
185985,6362,417,5425,6
185986,6362,47,5415,6
185987,6362,112,5417,6
185988,6362,47,5436,6
185989,6362,938,5442,6
185991,6362,119,5453,6
185992,6362,937,5537,5
185993,6362,122,5611,6
185994,6362,220,5709,6
185995,6362,107,5725,6
185996,6362,941,5740,6
185997,6362,228,5815,6
185998,6362,937,5815,5
185999,6362,47,5850,6
186001,6362,111,5860,6
186002,6362,332,5968,6
186004,6362,119,5991,6
186005,6362,937,6097,5
186577,6382,833,83,5
186578,6382,942,192,5
186579,6382,668,299,5
186580,6382,943,324,5
186581,6382,944,355,5
186584,6382,833,524,5
186585,6382,942,623,5
186587,6382,945,910,5
186589,6382,833,955,5
186590,6382,943,1051,5
186593,6382,172,1490,5
186595,6382,333,1715,5
186596,6382,770,1906,5
186597,6382,943,1909,5
186598,6382,788,2053,5
186599,6382,942,2199,5
186600,6382,472,2474,5
186601,6382,946,2741,5
186602,6382,943,2773,5
186604,6382,946,3100,5
186606,6382,156,3354,5
186607,6382,172,3639,5
186608,6382,943,3628,5
186611,6382,833,4095,5
186613,6382,880,4708,5
186617,6382,833,5493,5
186620,6382,788,5634,5
186980,6393,195,351,3
186981,6393,51,571,0
186982,6393,947,878,2
186983,6393,326,869,3
186984,6393,623,1167,3
186986,6393,315,1213,3
186988,6393,947,2356,2
186989,6393,948,2284,0
186990,6393,123,2667,0
186991,6393,49,2674,0
186992,6393,623,2772,3
186993,6393,947,2858,2
186994,6393,44,2877,5
186995,6393,494,3646,3
186996,6393,44,4211,5
186997,6393,195,4370,3
186998,6393,199,4565,0
186999,6393,195,4971,3
187000,6393,199,4993,0
187001,6393,504,5087,3
187002,6393,170,5146,0
187003,6393,504,5148,3
187004,6393,55,5233,0
187005,6393,170,5293,0
187006,6393,170,5518,0
187007,6393,504,5514,3
187008,6393,170,5579,0
187009,6393,170,5651,0
187010,6393,504,5649,3
187011,6393,170,5773,0
187013,6393,170,5844,0
190634,6511,949,83,8
190635,6511,949,966,8
190636,6511,949,1120,8
190637,6511,949,1408,8
190638,6511,949,1545,8
190639,6511,949,1974,8
190640,6511,949,2830,8
190641,6511,949,3264,8
190642,6511,949,3843,8
190643,6511,949,4129,8
190644,6511,949,4561,8
190645,6511,949,4842,8
190646,6511,949,5264,8
190748,6516,63,26,4
190749,6516,82,27,4
190750,6516,69,406,4
190751,6516,66,428,4
190753,6516,87,473,4
190754,6516,950,565,4
190755,6516,91,570,4
190757,6516,70,708,4
190758,6516,74,742,4
190760,6516,130,872,5
190761,6516,333,878,5
190762,6516,86,890,4
190764,6516,950,1176,4
190765,6516,61,1212,4
190766,6516,82,1290,4
190767,6516,74,1287,4
190768,6516,80,1293,4
190769,6516,91,1328,4
190772,6516,63,1431,4
190773,6516,71,1465,4
190774,6516,74,1439,4
190775,6516,80,1442,4
190776,6516,70,1463,4
190778,6516,69,1698,4
190780,6516,70,1705,4
190781,6516,857,1772,4
190782,6516,68,1837,4
190784,6516,70,1861,4
190785,6516,44,1914,5
190786,6516,63,1913,4
190787,6516,88,1958,4
190788,6516,252,1982,2
190789,6516,80,2013,4
190791,6516,68,2143,4
190792,6516,80,2150,4
190794,6516,67,2247,4
190795,6516,69,2427,4
190796,6516,69,2430,4
190797,6516,143,2525,0
190798,6516,86,2549,4
190799,6516,857,2571,4
190800,6516,82,2604,4
190801,6516,80,2583,4
190802,6516,80,2595,4
190803,6516,80,2597,4
190804,6516,82,2608,4
190805,6516,70,2731,4
190806,6516,254,2806,2
190807,6516,252,2869,2
190808,6516,70,2858,4
190809,6516,80,2868,4
190810,6516,254,2952,2
190811,6516,92,3036,4
190812,6516,69,3140,4
190813,6516,252,3147,2
190814,6516,70,3241,4
190815,6516,163,3281,5
190816,6516,80,3443,4
190817,6516,254,3539,2
190818,6516,68,3687,4
190819,6516,951,3722,2
190820,6516,857,3712,4
190821,6516,86,3751,4
190822,6516,162,3849,5
190824,6516,66,3854,4
190825,6516,68,3870,4
190827,6516,80,4024,4
190828,6516,92,4117,4
190829,6516,60,4129,4
190830,6516,80,4163,4
190831,6516,80,4321,4
190832,6516,163,4351,5
190833,6516,92,4408,4
190834,6516,74,4469,4
190835,6516,80,4442,4
190836,6516,92,4471,4
190838,6516,80,4598,4
190839,6516,86,4730,4
190840,6516,80,4880,4
190841,6516,80,4892,4
190842,6516,86,4906,4
190843,6516,70,4993,4
190844,6516,857,5096,4
190845,6516,80,5155,4
190846,6516,99,5290,4
190847,6516,86,5306,4
190848,6516,99,5434,4
190849,6516,63,5620,4
190850,6516,100,5697,4
190851,6516,254,5752,2
190852,6516,66,5754,4
190853,6516,952,5916,4
190854,6516,163,5912,5
190855,6516,163,6007,5
190856,6516,80,6025,4
190857,6516,86,6049,4
190859,6516,99,6145,4
190860,6516,70,6147,4
191266,6524,953,3560,8
191271,6524,731,3695,8
191278,6524,258,4364,2
191290,6524,954,4934,8
191297,6524,954,5199,8
191300,6524,10,5366,8
191301,6524,955,5407,8
191302,6524,955,5408,8
191304,6524,954,5503,8
191307,6524,954,5657,8
191308,6524,956,5678,8
191309,6524,4,5755,8
191310,6524,4,5917,8
191314,6524,957,6066,8
191315,6524,958,6066,8
191652,6534,126,675,0
191653,6534,315,1092,3
191654,6534,143,1554,0
191655,6534,143,2379,0
191656,6534,49,2575,0
191660,6534,959,3373,0
191661,6534,157,3253,0
191662,6534,159,3267,0
191663,6534,161,3286,0
191665,6534,161,3386,0
191666,6534,49,3415,0
191667,6534,155,3403,0
191668,6534,159,3415,0
191669,6534,157,3435,0
191670,6534,161,3509,0
191671,6534,284,4657,0
191674,6534,169,5226,0
191675,6534,170,5422,0
191676,6534,170,5712,0
194851,6641,225,164,6
194852,6641,960,170,6
194853,6641,116,163,6
194854,6641,117,169,6
194858,6641,327,310,6
194864,6641,101,722,6
194865,6641,109,727,6
194867,6641,117,756,6
194868,6641,111,871,6
194869,6641,116,892,6
194871,6641,104,1017,6
194872,6641,961,1158,6
194873,6641,109,1174,6
194875,6641,962,1743,6
194876,6641,85,1897,2
194877,6641,962,1896,6
194878,6641,85,1898,2
194879,6641,47,2306,6
194880,6641,122,2306,6
194881,6641,322,2981,6
194882,6641,47,3315,6
194889,6641,47,3889,6
194890,6641,44,3898,5
194893,6641,228,3973,6
194896,6641,230,4064,6
194909,6641,327,4465,6
194912,6641,104,4520,6
194918,6641,47,4735,6
194923,6641,103,5185,6
194924,6641,116,5159,6
194926,6641,102,5171,6
194927,6641,109,5192,6
194929,6641,119,5310,6
194933,6641,216,5445,6
194938,6641,47,5604,6
194939,6641,108,5575,6
194941,6641,216,5641,6
194942,6641,268,5658,6
194943,6641,102,5662,6
195004,6646,404,5,2
195005,6646,963,250,2
195008,6646,746,699,2
195011,6646,963,851,2
195012,6646,883,1287,2
195014,6646,963,1405,2
195016,6646,751,1443,2
195017,6646,510,1656,2
195019,6646,751,1849,2
195020,6646,404,1845,2
195021,6646,404,1878,2
195022,6646,751,1858,2
195023,6646,963,1975,2
195024,6646,404,2020,2
195026,6646,964,2104,2
195027,6646,963,2121,2
195028,6646,404,2128,2
195029,6646,752,2134,2
195031,6646,752,2247,2
195032,6646,886,2371,2
195033,6646,753,2424,2
195034,6646,510,2536,2
195035,6646,752,2518,2
195036,6646,964,2572,2
195037,6646,404,2745,2
195038,6646,752,2945,2
195040,6646,965,3167,2
195041,6646,753,3172,2
195042,6646,887,3237,2
195043,6646,963,3262,2
195049,6646,963,3837,2
195050,6646,963,3977,2
195052,6646,963,4126,2
195056,6646,753,4257,2
195057,6646,930,4313,2
195059,6646,753,4396,2
195060,6646,882,4396,2
195061,6646,747,4422,2
195062,6646,753,4698,2
195063,6646,508,4702,2
195065,6646,930,4823,2
195067,6646,964,4953,2
195070,6646,928,4962,2
195071,6646,963,4976,2
195075,6646,965,5034,2
195076,6646,963,5264,2
195080,6646,963,5405,2
195085,6646,887,5971,2
195086,6646,404,6016,2
195087,6646,963,6120,2
195881,6680,113,127,6
195882,6680,201,250,6
195883,6680,47,689,6
195884,6680,966,847,6
195885,6680,113,847,6
195887,6680,47,847,6
195888,6680,113,1116,6
195889,6680,322,1257,6
195890,6680,113,1259,6
195891,6680,113,1848,6
195893,6680,116,1899,6
195895,6680,101,2116,6
195896,6680,113,3001,6
195897,6680,113,4272,6
195898,6680,116,4791,6
195899,6680,967,4854,6
197619,6734,225,33,6
197620,6734,471,35,5
197621,6734,109,175,6
197622,6734,424,568,5
197623,6734,109,587,6
197624,6734,102,590,6
197625,6734,112,602,6
197626,6734,107,756,6
197627,6734,253,901,5
197628,6734,320,1030,5
197629,6734,106,1406,6
197630,6734,103,1496,6
197631,6734,226,1560,6
197632,6734,107,1624,6
197633,6734,109,1597,6
197634,6734,320,1626,5
197635,6734,321,1629,6
197636,6734,65,2049,5
197637,6734,47,2266,6
197638,6734,109,2345,6
197639,6734,230,2346,6
197640,6734,106,2403,6
197641,6734,111,2450,6
197642,6734,226,2464,6
197643,6734,322,2547,6
197644,6734,328,2547,6
197645,6734,47,2553,6
197646,6734,108,2564,6
197647,6734,368,2568,9
197648,6734,47,2597,6
197649,6734,103,2608,6
197650,6734,112,2764,6
197651,6734,102,3043,6
197652,6734,968,3044,5
197653,6734,102,3165,6
197654,6734,109,3188,6
197656,6734,162,3493,5
197658,6734,321,3558,6
197659,6734,328,3700,6
197662,6734,101,3745,6
197663,6734,121,3879,6
197665,6734,106,3980,6
197666,6734,320,4170,5
197667,6734,47,4292,6
197668,6734,44,4362,5
197669,6734,47,4449,6
197670,6734,226,4445,6
197671,6734,44,4478,5
197672,6734,109,4493,6
197673,6734,162,4575,5
197674,6734,112,4726,6
197675,6734,220,4851,6
197676,6734,409,4879,5
197677,6734,162,5025,5
197678,6734,320,5026,5
197679,6734,320,5030,5
197680,6734,47,5166,6
197682,6734,471,5299,5
197683,6734,103,5299,6
197684,6734,109,5500,6
197685,6734,162,5625,5
197686,6734,44,5627,5
197687,6734,162,5714,5
197688,6734,112,5991,6
197689,6734,44,6057,5
201103,6847,363,403,10
201105,6847,353,677,10
201106,6847,340,1117,10
201107,6847,340,2108,10
201108,6847,355,2270,10
201109,6847,85,2469,2
201110,6847,342,2502,10
201111,6847,350,2534,10
201113,6847,187,2606,2
201114,6847,363,2802,10
201115,6847,350,2816,10
201116,6847,360,3119,10
201117,6847,355,3262,10
201118,6847,358,3262,10
201119,6847,187,3322,2
201120,6847,355,3575,10
201121,6847,360,3723,10
201122,6847,363,3836,10
201123,6847,355,4289,10
201124,6847,355,4981,10
201125,6847,360,5115,10
201126,6847,358,5264,10
201127,6847,353,5399,10
201128,6847,358,5963,10
201129,6847,355,5980,10
203967,6945,873,131,1
203968,6945,969,274,1
203969,6945,970,271,1
203970,6945,970,411,1
203971,6945,969,561,1
203972,6945,971,562,1
203973,6945,873,553,1
203974,6945,777,708,1
203976,6945,970,1143,1
203977,6945,970,1421,1
203978,6945,779,1430,1
203979,6945,873,1567,1
203983,6945,970,1716,1
203984,6945,972,1847,1
203985,6945,873,1848,1
203986,6945,970,2423,1
203987,6945,970,2568,1
203988,6945,318,5715,1
203989,6945,973,5716,1
203990,6946,300,305,7
203991,6946,300,442,7
203992,6946,270,442,7
203993,6946,112,598,6
203994,6946,300,720,7
203995,6946,109,744,6
203996,6946,226,846,6
203997,6946,271,860,7
203998,6946,974,1000,7
203999,6946,975,1010,7
204000,6946,270,1002,7
204001,6946,260,1117,2
204002,6946,47,1164,6
204003,6946,271,1124,7
204004,6946,112,1173,6
204005,6946,975,1175,7
204006,6946,122,1164,6
204008,6946,109,1172,6
204009,6946,106,1298,6
204010,6946,976,1297,7
204011,6946,269,1308,7
204012,6946,109,1309,6
204013,6946,975,1466,7
204014,6946,226,1569,6
204015,6946,977,1727,7
204016,6946,47,1736,6
204017,6946,271,1715,7
204018,6946,415,1744,7
204019,6946,515,1740,7
204020,6946,109,1736,6
204022,6946,104,1743,6
204023,6946,47,1834,6
204024,6946,270,1864,7
204025,6946,271,1861,7
204026,6946,976,1888,7
204027,6946,975,1878,7
204028,6946,977,1963,7
204030,6946,976,2023,7
204031,6946,300,2161,7
204032,6946,975,2166,7
204033,6946,976,2306,7
204034,6946,201,2314,6
204035,6946,300,2428,7
204036,6946,842,2429,7
204037,6946,978,2446,7
204038,6946,226,2454,6
204039,6946,338,2576,7
204040,6946,112,2594,6
204041,6946,979,2582,7
204042,6946,47,2594,6
204043,6946,979,2587,7
204045,6946,978,2664,7
204047,6946,111,2743,6
204048,6946,226,2729,6
204049,6946,300,2737,7
204050,6946,844,2743,7
204051,6946,110,2737,6
204052,6946,977,2743,7
204053,6946,976,2746,7
204054,6946,300,2998,7
204055,6946,842,2998,7
204056,6946,976,3023,7
204057,6946,300,3008,7
204058,6946,975,3023,7
204059,6946,226,3151,6
204060,6946,272,3151,7
204061,6946,300,3151,7
204062,6946,111,3298,6
204063,6946,300,3298,7
204064,6946,978,3432,7
204065,6946,271,3437,7
204066,6946,300,3446,7
204067,6946,271,3445,7
204068,6946,842,3565,7
204069,6946,978,3586,7
204070,6946,338,3565,7
204071,6946,842,3566,7
204072,6946,842,3567,7
204073,6946,979,3588,7
204074,6946,978,3727,7
204075,6946,271,3713,7
204076,6946,226,3722,6
204077,6946,300,3839,7
204078,6946,300,3870,7
204079,6946,272,3871,7
204080,6946,976,3872,7
204081,6946,300,4015,7
204082,6946,300,4153,7
204083,6946,300,4307,7
204084,6946,109,4604,6
204086,6946,111,4604,6
204087,6946,979,4588,7
204088,6946,327,4609,6
204089,6946,300,4748,7
204090,6946,271,5008,7
204091,6946,300,5145,7
204092,6946,846,5139,7
204094,6946,220,5172,6
204095,6946,271,5172,7
204096,6946,976,5188,7
204097,6946,271,5179,7
204098,6946,300,5260,7
204099,6946,112,5280,6
204100,6946,300,5274,7
204101,6946,845,5283,7
204102,6946,980,5303,7
204104,6946,270,5458,7
204107,6946,300,5464,7
204108,6946,981,5470,6
204109,6946,47,5604,6
204110,6946,102,5611,6
204111,6946,300,5688,7
204112,6946,271,5707,7
204113,6946,845,5707,7
204114,6946,220,5707,6
204115,6946,252,5730,2
204116,6946,455,5726,2
204117,6946,978,5725,7
204118,6946,122,5732,6
204119,6946,974,5843,7
204121,6946,845,5848,7
204122,6946,300,5854,7
204123,6946,271,6009,7
204124,6946,975,6008,7
204125,6946,845,5998,7
205362,6995,449,13,9
205363,6995,368,16,9
205364,6995,368,112,9
205365,6995,449,240,9
205366,6995,47,299,6
205367,6995,518,308,9
205368,6995,449,381,9
205369,6995,518,694,9
205370,6995,47,873,6
205371,6995,449,1123,9
205372,6995,386,1268,9
205373,6995,449,1563,9
205374,6995,377,1562,9
205375,6995,518,2036,9
205376,6995,518,2124,9
205377,6995,384,2251,9
205378,6995,982,2947,9
205379,6995,384,3281,9
205380,6995,384,3842,9
205381,6995,368,3953,9
205382,6995,449,4016,9
205383,6995,449,4094,9
205384,6995,518,4276,9
205385,6995,384,4709,9
205386,6995,368,4951,9
205387,6995,47,4984,6
205388,6995,449,5029,9
205389,6995,449,5109,9
205390,6995,366,5239,9
205391,6995,521,5381,9
205392,6995,517,5949,9
205393,6995,449,6028,9
208579,7096,106,2,6
208580,7096,109,173,6
208581,7096,103,302,6
208582,7096,109,1024,6
208583,7096,47,1163,6
208584,7096,106,1565,6
208585,7096,106,1705,6
208586,7096,103,1747,6
208587,7096,113,1999,6
208589,7096,47,1998,6
208590,7096,109,2041,6
208591,7096,109,2178,6
208592,7096,102,2742,6
208593,7096,103,2741,6
208595,7096,47,2996,6
208596,7096,101,2996,6
208597,7096,113,2996,6
208598,7096,367,3021,5
208599,7096,322,3113,6
208600,7096,109,3180,6
208601,7096,106,3695,6
208602,7096,109,3757,6
208603,7096,47,3898,6
208604,7096,47,4018,6
208605,7096,47,4146,6
208606,7096,101,4146,6
208607,7096,106,4188,6
208608,7096,47,4294,6
208609,7096,106,4305,6
208610,7096,109,4583,6
208611,7096,106,4700,6
208612,7096,109,4889,6
208613,7096,106,4987,6
208614,7096,47,4988,6
208615,7096,116,5046,6
208616,7096,118,5046,6
208617,7096,109,5188,6
208618,7096,219,5336,6
208619,7096,109,5756,6
208620,7096,47,5853,6
208621,7096,116,5896,6
208622,7096,109,6042,6
208623,7096,106,6141,6
209505,7125,873,1120,1
209507,7125,59,1299,5
209508,7125,318,1365,1
209509,7125,972,1563,1
209511,7125,777,2119,1
209513,7125,972,2247,1
209515,7125,776,2251,1
209516,7125,873,2341,1
209518,7125,318,2855,1
209519,7125,776,2841,1
209520,7125,972,2860,1
209522,7125,873,2837,1
209524,7125,873,2864,1
209526,7125,777,2972,1
209528,7125,318,2986,1
209529,7125,59,3012,5
209530,7125,873,3127,1
209532,7125,972,3144,1
209533,7125,873,3174,1
209534,7125,318,3261,1
209535,7125,972,3292,1
209537,7125,972,3415,1
209538,7125,777,3584,1
209540,7125,873,3577,1
209541,7125,972,3589,1
209543,7125,983,3841,1
209545,7125,293,3938,5
209546,7125,318,3976,1
209548,7125,873,3977,1
209552,7125,873,4415,1
209553,7125,873,4842,1
209554,7125,983,4965,1
209555,7125,873,4987,1
209556,7125,914,5419,6
209558,7125,879,5505,10
209560,7125,873,5558,1
209563,7125,873,5561,1
209564,7125,873,5587,1
209565,7125,873,5697,1
209566,7125,293,5725,5
209570,7125,984,6008,5
209572,7125,872,6116,1
